System,Mol Mass,Mol Frac,Melt(K),Boil(K),rho_a,rho_b,mu1_a,mu1_b,mu2_a,mu2_b,mu2_c,k_a,k_b,cp_a,cp_b,Composition,polarizability_element[10-24Cm3],atomic_mass_element,electronegativity_element,ionic_charge_element,atomic_radius_element[Angstrom],ionic_radius_element[Angstrom],covalent_radius_element[Angstrom],first_ionization_energy[kJ_per_mol],symbol,atomic_radius_components[Angstrom],ionic_polarizability_sum_components,ionic_polarizability_mean_components
NaNO3-TlNO3,NaN,0.6-0.4,,,3.913,0.0012256,,,,,,,,,,"{'Na': 0.12, 'N': 0.2, 'O': 0.6, 'Tl': 0.08}","{'Na': 23.6, 'N': 1.1, 'O': 0.802, 'Tl': 3.5}","{'Na': 22.99, 'N': 14.007, 'O': 15.999, 'Tl': 204.383}","{'Na': 0.93, 'N': 3.04, 'O': 3.44, 'Tl': 2.04}","{'Na': '1+', 'N': '3-', 'O': '2-', 'Tl': '1+, 3+'}","{'Na': 1.9, 'N': 0.56, 'O': 0.48, 'Tl': 1.56}","{'Na': 1.8, 'N': 0.65, 'O': 0.6, 'Tl': 1.9}","{'Na': 1.54, 'N': 0.75, 'O': 0.73, 'Tl': 1.48}","{'Na': 495.8, 'N': 1402.3, 'O': 1313.9, 'Tl': 589.4}","{'Na': 'Na', 'N': 'N', 'O': 'O', 'Tl': 'Tl'}",7.460000000000001,38.62272222222222,3.8622722222222223
NaNO3-TlNO3,NaN,0.7-0.3,,,3.637,0.00127,,,,,,,,,,"{'Na': 0.14, 'N': 0.20000000000000004, 'O': 0.6, 'Tl': 0.06000000000000001}","{'Na': 23.6, 'N': 1.1, 'O': 0.802, 'Tl': 3.5}","{'Na': 22.99, 'N': 14.007, 'O': 15.999, 'Tl': 204.383}","{'Na': 0.93, 'N': 3.04, 'O': 3.44, 'Tl': 2.04}","{'Na': '1+', 'N': '3-', 'O': '2-', 'Tl': '1+, 3+'}","{'Na': 1.9, 'N': 0.56, 'O': 0.48, 'Tl': 1.56}","{'Na': 1.8, 'N': 0.65, 'O': 0.6, 'Tl': 1.9}","{'Na': 1.54, 'N': 0.75, 'O': 0.73, 'Tl': 1.48}","{'Na': 495.8, 'N': 1402.3, 'O': 1313.9, 'Tl': 589.4}","{'Na': 'Na', 'N': 'N', 'O': 'O', 'Tl': 'Tl'}",7.460000000000001,38.62272222222222,3.8622722222222223
NaNO3-TlNO3,NaN,0.8-0.2,,,3.174,0.0010004,,,,,,,,,,"{'Na': 0.15999999999999998, 'N': 0.19999999999999996, 'O': 0.6, 'Tl': 0.039999999999999994}","{'Na': 23.6, 'N': 1.1, 'O': 0.802, 'Tl': 3.5}","{'Na': 22.99, 'N': 14.007, 'O': 15.999, 'Tl': 204.383}","{'Na': 0.93, 'N': 3.04, 'O': 3.44, 'Tl': 2.04}","{'Na': '1+', 'N': '3-', 'O': '2-', 'Tl': '1+, 3+'}","{'Na': 1.9, 'N': 0.56, 'O': 0.48, 'Tl': 1.56}","{'Na': 1.8, 'N': 0.65, 'O': 0.6, 'Tl': 1.9}","{'Na': 1.54, 'N': 0.75, 'O': 0.73, 'Tl': 1.48}","{'Na': 495.8, 'N': 1402.3, 'O': 1313.9, 'Tl': 589.4}","{'Na': 'Na', 'N': 'N', 'O': 'O', 'Tl': 'Tl'}",7.460000000000001,38.62272222222222,3.8622722222222223
NaNO3-TlNO3,NaN,0.9-0.1,,,2.773,0.000882,,,,,,,,,,"{'Na': 0.18, 'N': 0.2, 'O': 0.6, 'Tl': 0.02}","{'Na': 23.6, 'N': 1.1, 'O': 0.802, 'Tl': 3.5}","{'Na': 22.99, 'N': 14.007, 'O': 15.999, 'Tl': 204.383}","{'Na': 0.93, 'N': 3.04, 'O': 3.44, 'Tl': 2.04}","{'Na': '1+', 'N': '3-', 'O': '2-', 'Tl': '1+, 3+'}","{'Na': 1.9, 'N': 0.56, 'O': 0.48, 'Tl': 1.56}","{'Na': 1.8, 'N': 0.65, 'O': 0.6, 'Tl': 1.9}","{'Na': 1.54, 'N': 0.75, 'O': 0.73, 'Tl': 1.48}","{'Na': 495.8, 'N': 1402.3, 'O': 1313.9, 'Tl': 589.4}","{'Na': 'Na', 'N': 'N', 'O': 'O', 'Tl': 'Tl'}",7.460000000000001,38.62272222222222,3.8622722222222223
NaNO3-TlNO3,NaN,1.0-0.0,,,2.395,0.000811,,,,,,,,,,"{'Na': 0.2, 'N': 0.2, 'O': 0.6, 'Tl': 0.0}","{'Na': 23.6, 'N': 1.1, 'O': 0.802, 'Tl': 3.5}","{'Na': 22.99, 'N': 14.007, 'O': 15.999, 'Tl': 204.383}","{'Na': 0.93, 'N': 3.04, 'O': 3.44, 'Tl': 2.04}","{'Na': '1+', 'N': '3-', 'O': '2-', 'Tl': '1+, 3+'}","{'Na': 1.9, 'N': 0.56, 'O': 0.48, 'Tl': 1.56}","{'Na': 1.8, 'N': 0.65, 'O': 0.6, 'Tl': 1.9}","{'Na': 1.54, 'N': 0.75, 'O': 0.73, 'Tl': 1.48}","{'Na': 495.8, 'N': 1402.3, 'O': 1313.9, 'Tl': 589.4}","{'Na': 'Na', 'N': 'N', 'O': 'O', 'Tl': 'Tl'}",7.460000000000001,38.62272222222222,3.8622722222222223
NaOH,NaN,Pure Salt,,,2.068,0.0004784,0.07211,20656.75,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.3333333333333333, 'H': 0.3333333333333333}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793}","{'Na': 22.99, 'O': 15.999, 'H': 1.008}","{'Na': 0.93, 'O': 3.44, 'H': 2.2}","{'Na': '1+', 'O': '2-', 'H': '1+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53}","{'Na': 1.8, 'O': 0.6, 'H': 0.25}","{'Na': 1.54, 'O': 0.73, 'H': 0.37}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0}","{'Na': 'Na', 'O': 'O', 'H': 'H'}",2.91,21.423031583333334,7.141010527777778
NaOH-Na2CO3,NaN,0.906-0.094,,,2.1648,0.0005061,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.3619744058500914, 'H': 0.2760511882998172, 'C': 0.02864107251675807}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.914-0.086,,,2.1607,0.00051,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.3597298956414978, 'H': 0.28054020871700425, 'C': 0.026396562308164513}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.921-0.079,,,,,0.06099,21464.28,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.35773864689527335, 'H': 0.2845227062094532, 'C': 0.02440531356194007}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.928-0.072,,,2.1411,0.0004928,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.3557213930348259, 'H': 0.2885572139303483, 'C': 0.022388059701492536}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.938-0.062,,,2.1357,0.0005001,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.35279347143753925, 'H': 0.29441305712492155, 'C': 0.019460138104205903}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.96-0.04,,,2.1112,0.0004901,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.34615384615384615, 'H': 0.30769230769230765, 'C': 0.01282051282051282}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.964-0.036,,,2.1037,0.0004837,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.34491634491634493, 'H': 0.31016731016731014, 'C': 0.011583011583011582}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.979-0.021,,,2.1026,0.0005,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.3401893568396997, 'H': 0.3196212863206007, 'C': 0.006856023506366308}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.981-0.019,,,2.1073,0.00051,,,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.33954857703631014, 'H': 0.3209028459273798, 'C': 0.0062152437029767745}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,0.982-0.018,,,,,0.06858,20974.74,,,,,,,,"{'Na': 0.33333333333333337, 'O': 0.3392272429600524, 'H': 0.32154551407989523, 'C': 0.005893909626719057}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na2CO3,NaN,1.0-0.0,,,2.0782,0.0004929,0.07212,20652.57,,,,,,,,"{'Na': 0.3333333333333333, 'O': 0.3333333333333333, 'H': 0.3333333333333333, 'C': 0.0}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'C': 1.76}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'C': 12.011}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'C': 2.55}","{'Na': '1+', 'O': '2-', 'H': '1+', 'C': '4+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'C': 0.67}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'C': 0.7}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'C': 0.77}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'C': 1086.5}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'C': 'C'}",8.819999999999999,65.99507602777777,7.3327862253086415
NaOH-Na3AsO4,NaN,0.31-0.69,,,,,,,,,,,,,,"{'Na': 0.3689922480620155, 'O': 0.47596899224806205, 'H': 0.048062015503875975, 'As': 0.10697674418604651}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'As': 4.31}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'As': 74.922}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'As': 2.18}","{'Na': '1+', 'O': '2-', 'H': '1+', 'As': '3-,3+,5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'As': 1.14}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'As': 1.15}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'As': 1.19}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'As': 947.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'As': 'As'}",11.67,90.92780936111112,8.266164487373738
NaOH-Na3AsO4,NaN,0.394-0.606,,,,,1.24004e-08,126358.91,,,,,,,,"{'Na': 0.366832504145937, 'O': 0.4673300165837479, 'H': 0.06533996683250415, 'As': 0.10049751243781094}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'As': 4.31}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'As': 74.922}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'As': 2.18}","{'Na': '1+', 'O': '2-', 'H': '1+', 'As': '3-,3+,5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'As': 1.14}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'As': 1.15}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'As': 1.19}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'As': 947.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'As': 'As'}",11.67,90.92780936111112,8.266164487373738
NaOH-Na3AsO4,NaN,0.489-0.511,,,,,2.82696e-05,68217.08,,,,,,,,"{'Na': 0.363996399639964, 'O': 0.455985598559856, 'H': 0.08802880288028803, 'As': 0.09198919891989199}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'As': 4.31}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'As': 74.922}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'As': 2.18}","{'Na': '1+', 'O': '2-', 'H': '1+', 'As': '3-,3+,5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'As': 1.14}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'As': 1.15}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'As': 1.19}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'As': 947.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'As': 'As'}",11.67,90.92780936111112,8.266164487373738
NaOH-Na3AsO4,NaN,0.609-0.391,,,,,,,,,,,,,,"{'Na': 0.3596367305751766, 'O': 0.43854692230070635, 'H': 0.12290615539858728, 'As': 0.07891019172552977}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'As': 4.31}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'As': 74.922}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'As': 2.18}","{'Na': '1+', 'O': '2-', 'H': '1+', 'As': '3-,3+,5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'As': 1.14}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'As': 1.15}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'As': 1.19}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'As': 947.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'As': 'As'}",11.67,90.92780936111112,8.266164487373738
NaOH-Na3SbO4,NaN,0.46-0.54,,,,,2.62174,14528.76,,,,,,,,"{'Na': 0.3649122807017544, 'O': 0.45964912280701753, 'H': 0.08070175438596491, 'Sb': 0.09473684210526316}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'Sb': 4.0}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'Sb': 121.76}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'Sb': 2.05}","{'Na': '1+', 'O': '2-', 'H': '1+', 'Sb': '3-, 3+, 5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'Sb': 1.33}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'Sb': 1.45}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'Sb': 1.38}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'Sb': 834.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'Sb': 'Sb'}",11.86,90.61780936111111,8.23798266919192
NaOH-Na3SbO4,NaN,0.5-0.5,,,,,1.15668,18288.15,,,,,,,,"{'Na': 0.36363636363636365, 'O': 0.45454545454545453, 'H': 0.09090909090909091, 'Sb': 0.09090909090909091}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'Sb': 4.0}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'Sb': 121.76}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'Sb': 2.05}","{'Na': '1+', 'O': '2-', 'H': '1+', 'Sb': '3-, 3+, 5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'Sb': 1.33}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'Sb': 1.45}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'Sb': 1.38}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'Sb': 834.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'Sb': 'Sb'}",11.86,90.61780936111111,8.23798266919192
NaOH-Na3SbO4,NaN,0.56-0.44,,,,,0.368532,22789.79,,,,,,,,"{'Na': 0.36153846153846153, 'O': 0.4461538461538462, 'H': 0.1076923076923077, 'Sb': 0.0846153846153846}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'Sb': 4.0}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'Sb': 121.76}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'Sb': 2.05}","{'Na': '1+', 'O': '2-', 'H': '1+', 'Sb': '3-, 3+, 5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'Sb': 1.33}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'Sb': 1.45}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'Sb': 1.38}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'Sb': 834.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'Sb': 'Sb'}",11.86,90.61780936111111,8.23798266919192
NaOH-Na3SbO4,NaN,0.62-0.38,,,,,0.162034,25126.6,,,,,,,,"{'Na': 0.3591836734693878, 'O': 0.43673469387755104, 'H': 0.12653061224489795, 'Sb': 0.07755102040816327}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'Sb': 4.0}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'Sb': 121.76}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'Sb': 2.05}","{'Na': '1+', 'O': '2-', 'H': '1+', 'Sb': '3-, 3+, 5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'Sb': 1.33}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'Sb': 1.45}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'Sb': 1.38}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'Sb': 834.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'Sb': 'Sb'}",11.86,90.61780936111111,8.23798266919192
NaOH-Na3SbO4,NaN,0.68-0.32,,,,,0.0883776,26199.81,,,,,,,,"{'Na': 0.3565217391304348, 'O': 0.42608695652173906, 'H': 0.14782608695652175, 'Sb': 0.06956521739130433}","{'Na': 23.6, 'O': 0.802, 'H': 0.666793, 'Sb': 4.0}","{'Na': 22.99, 'O': 15.999, 'H': 1.008, 'Sb': 121.76}","{'Na': 0.93, 'O': 3.44, 'H': 2.2, 'Sb': 2.05}","{'Na': '1+', 'O': '2-', 'H': '1+', 'Sb': '3-, 3+, 5+'}","{'Na': 1.9, 'O': 0.48, 'H': 0.53, 'Sb': 1.33}","{'Na': 1.8, 'O': 0.6, 'H': 0.25, 'Sb': 1.45}","{'Na': 1.54, 'O': 0.73, 'H': 0.37, 'Sb': 1.38}","{'Na': 495.8, 'O': 1313.9, 'H': 1312.0, 'Sb': 834.0}","{'Na': 'Na', 'O': 'O', 'H': 'H', 'Sb': 'Sb'}",11.86,90.61780936111111,8.23798266919192
NaPO3,NaN,Pure Salt,,,2.6903,0.000459,,,,,,,,,,"{'Na': 0.2, 'P': 0.2, 'O': 0.6}","{'Na': 23.6, 'P': 3.63, 'O': 0.802}","{'Na': 22.99, 'P': 30.974, 'O': 15.999}","{'Na': 0.93, 'P': 2.19, 'O': 3.44}","{'Na': '1+', 'P': '5+,3+,3-', 'O': '2-'}","{'Na': 1.9, 'P': 0.98, 'O': 0.48}","{'Na': 1.8, 'P': 1.0, 'O': 0.6}","{'Na': 1.54, 'P': 1.06, 'O': 0.73}","{'Na': 495.8, 'P': 1011.8, 'O': 1313.9}","{'Na': 'Na', 'P': 'P', 'O': 'O'}",4.32,27.73788888888889,5.547577777777778
NaPO3-Na2SO4,NaN,0.0-1.0,,,,,7.62,,,,,,,,,"{'Na': 0.2857142857142857, 'P': 0.0, 'O': 0.5714285714285714, 'S': 0.14285714285714285}","{'Na': 23.6, 'P': 3.63, 'O': 0.802, 'S': 2.9}","{'Na': 22.99, 'P': 30.974, 'O': 15.999, 'S': 32.065}","{'Na': 0.93, 'P': 2.19, 'O': 3.44, 'S': 2.58}","{'Na': '1+', 'P': '5+,3+,3-', 'O': '2-', 'S': '2+,2-,4+,6+'}","{'Na': 1.9, 'P': 0.98, 'O': 0.48, 'S': 0.88}","{'Na': 1.8, 'P': 1.0, 'O': 0.6, 'S': 1.0}","{'Na': 1.54, 'P': 1.06, 'O': 0.73, 'S': 1.02}","{'Na': 495.8, 'P': 1011.8, 'O': 1313.9, 'S': 999.6}","{'Na': 'Na', 'P': 'P', 'O': 'O', 'S': 'S'}",10.92,76.00211111111112,6.33350925925926
NaPO3-Na2SO4,NaN,0.095-0.905,,,,,5.71,,,,,,,,,"{'Na': 0.27973568281938327, 'P': 0.01395007342143906, 'O': 0.5734214390602056, 'S': 0.1328928046989721}","{'Na': 23.6, 'P': 3.63, 'O': 0.802, 'S': 2.9}","{'Na': 22.99, 'P': 30.974, 'O': 15.999, 'S': 32.065}","{'Na': 0.93, 'P': 2.19, 'O': 3.44, 'S': 2.58}","{'Na': '1+', 'P': '5+,3+,3-', 'O': '2-', 'S': '2+,2-,4+,6+'}","{'Na': 1.9, 'P': 0.98, 'O': 0.48, 'S': 0.88}","{'Na': 1.8, 'P': 1.0, 'O': 0.6, 'S': 1.0}","{'Na': 1.54, 'P': 1.06, 'O': 0.73, 'S': 1.02}","{'Na': 495.8, 'P': 1011.8, 'O': 1313.9, 'S': 999.6}","{'Na': 'Na', 'P': 'P', 'O': 'O', 'S': 'S'}",10.92,76.00211111111112,6.33350925925926
