System,Mol Mass,Mol Frac,Melt(K),Boil(K),rho_a,rho_b,mu1_a,mu1_b,mu2_a,mu2_b,mu2_c,k_a,k_b,cp_a,cp_b,Composition,polarizability_element[10-24Cm3],atomic_mass_element,electronegativity_element,ionic_charge_element,atomic_radius_element[Angstrom],ionic_radius_element[Angstrom],covalent_radius_element[Angstrom],first_ionization_energy[kJ_per_mol],symbol,atomic_radius_components[Angstrom],ionic_polarizability_sum_components,ionic_polarizability_mean_components
BeF2-NaF,NaN,0.3-0.7,,,2.554,0.000505,0.247243,22125.36,,,,,,,,"{'Be': 0.13043478260869565, 'F': 0.5652173913043478, 'Na': 0.30434782608695654}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.3017-0.6983,,,,,0.2212,22682.26,,,,,,,,"{'Be': 0.1310770300212886, 'F': 0.5655385150106442, 'Na': 0.30338445496806704}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.333-0.667,,,2.447,0.000385,,,,,,,,,,"{'Be': 0.14273467638234033, 'F': 0.5713673381911702, 'Na': 0.2858979854264895}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.3333-0.6667,,,,,0.1441,30049.57,,,,,,,,"{'Be': 0.14284489778425405, 'F': 0.571422448892127, 'Na': 0.2857326533236189}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.36-0.64,,,2.545,0.0005,,,,,,,,,,"{'Be': 0.15254237288135594, 'F': 0.576271186440678, 'Na': 0.2711864406779661}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.4-0.6,,,2.576,0.0005301,0.06582,36166.68,,,,,,,,"{'Be': 0.16666666666666669, 'F': 0.5833333333333334, 'Na': 0.25}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.42-0.58,,,2.531,0.00049,,,,,,,,,,"{'Be': 0.17355371900826447, 'F': 0.5867768595041322, 'Na': 0.23966942148760328}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.43-0.57,,,,,0.0346,42941.53,,,,,,,,"{'Be': 0.1769547325102881, 'F': 0.5884773662551441, 'Na': 0.23456790123456792}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.4441-0.5559,,,,,0.04312,39485.91,,,,,,,,"{'Be': 0.18170287631438978, 'F': 0.5908514381571949, 'Na': 0.22744568552841538}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.471-0.529,,,2.383,0.000325,,,,,,,,,,"{'Be': 0.1906110886280858, 'F': 0.5953055443140429, 'Na': 0.21408336705787132}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.48-0.52,,,2.561,0.00053,,,,,,,,,,"{'Be': 0.1935483870967742, 'F': 0.5967741935483871, 'Na': 0.20967741935483872}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.5-0.5,,,2.511,0.000505,0.02919,45111.39,,,,,,,,"{'Be': 0.2, 'F': 0.6, 'Na': 0.2}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.522-0.478,,,,,0.02341,47929.78,,,,,,,,"{'Be': 0.20697858842188738, 'F': 0.6034892942109437, 'Na': 0.18953211736716888}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.54-0.46,,,2.538,0.000515,,,,,,,,,,"{'Be': 0.2125984251968504, 'F': 0.6062992125984252, 'Na': 0.18110236220472442}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.573-0.427,,,,,0.001276,74659.29,,,,,,,,"{'Be': 0.22269724057520404, 'F': 0.6113486202876021, 'Na': 0.16595413913719392}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.6-0.4,,,2.54,0.00052,,,,,,,,,,"{'Be': 0.23076923076923075, 'F': 0.6153846153846154, 'Na': 0.15384615384615385}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.6411-0.3589,,,,,0.002746,74051.76,,,,,,,,"{'Be': 0.24273976752110865, 'F': 0.6213698837605544, 'Na': 0.13589034871833708}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,0.8-0.2,,,1.971,,,,,,,,,,,"{'Be': 0.2857142857142857, 'F': 0.6428571428571428, 'Na': 0.07142857142857142}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-NaF,NaN,26.04-72.96,,,,,0.1057,29519.87,,,,,,,,"{'Be': 0.11622924477771826, 'F': 0.5581146223888591, 'Na': 0.3256561328334226}","{'Be': 5.6, 'F': 0.557, 'Na': 23.6}","{'Be': 9.012, 'F': 18.998, 'Na': 22.99}","{'Be': 1.57, 'F': 3.98, 'Na': 0.93}","{'Be': '2+', 'F': '1-', 'Na': '1+'}","{'Be': 1.12, 'F': 0.42, 'Na': 1.9}","{'Be': 1.05, 'F': 0.5, 'Na': 1.8}","{'Be': 0.9, 'F': 0.71, 'Na': 1.54}","{'Be': 899.5, 'F': 1681.0, 'Na': 495.8}","{'Be': 'Be', 'F': 'F', 'Na': 'Na'}",4.279999999999999,24.434303819444445,4.886860763888889
BeF2-RbF,NaN,0.5-0.5,,,2.89,0.0005,0.005309,55752.73,,,,,,,,"{'Be': 0.2, 'F': 0.6, 'Rb': 0.2}","{'Be': 5.6, 'F': 0.557, 'Rb': 47.3}","{'Be': 9.012, 'F': 18.998, 'Rb': 85.468}","{'Be': 1.57, 'F': 3.98, 'Rb': 0.82}","{'Be': '2+', 'F': '1-', 'Rb': '1+'}","{'Be': 1.12, 'F': 0.42, 'Rb': 2.65}","{'Be': 1.05, 'F': 0.5, 'Rb': 2.35}","{'Be': 0.9, 'F': 0.71, 'Rb': 2.11}","{'Be': 899.5, 'F': 1681.0, 'Rb': 403.0}","{'Be': 'Be', 'F': 'F', 'Rb': 'Rb'}",5.029999999999999,49.44703081236535,9.889406162473069
BeF2-UF4,NaN,0.65-0.35,,,4.502,,,,,,,,,,,"{'Be': 0.17567567567567569, 'F': 0.7297297297297297, 'U': 0.09459459459459459}","{'Be': 5.6, 'F': 0.557, 'U': 46.0}","{'Be': 9.012, 'F': 18.998, 'U': 238.029}","{'Be': 1.57, 'F': 3.98, 'U': 1.38}","{'Be': '2+', 'F': '1-', 'U': '3+, 4+, 6+'}","{'Be': 1.12, 'F': 0.42, 'U': 1.75}","{'Be': 1.05, 'F': 0.5, 'U': 1.75}","{'Be': 0.9, 'F': 0.71, 'U': 1.96}","{'Be': 899.5, 'F': 1681.0, 'U': 597.6}","{'Be': 'Be', 'F': 'F', 'U': 'U'}",5.390000000000001,52.71860763888889,6.589825954861111
Bi2(MoO4)3,NaN,Pure Salt,,,6.2457,0.0010779,,,,,,,,,,"{'Bi': 0.2857142857142857, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714}","{'Bi': 4.0, 'Mo': 13.0, 'O': 0.802}","{'Bi': 208.98, 'Mo': 95.96, 'O': 15.999}","{'Bi': 2.02, 'Mo': 2.16, 'O': 3.44}","{'Bi': '3+', 'Mo': '3+, 6+', 'O': '2-'}","{'Bi': 1.43, 'Mo': 1.9, 'O': 0.48}","{'Bi': 1.6, 'Mo': 1.45, 'O': 0.6}","{'Bi': 1.46, 'Mo': 1.45, 'O': 0.73}","{'Bi': 703.0, 'Mo': 684.3, 'O': 1313.9}","{'Bi': 'Bi', 'Mo': 'Mo', 'O': 'O'}",6.68,26.154706568114896,3.7363866525878424
